Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,closeMonth,closeYear,popularity
camille pissarro ,1830,1903,73,0,"Le jardin de Maubuisson, vu vers la côte Saint-Denis, Pontoise",1876,USD,972500,1000000,1500000,1,-1,(59.6 x 73 cm.),11,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER,11,18,"163,000"
frederick hall ,1860,1948,88,0,The young performers,0,USD,6250,6250,8750,1,-1,(45.7 x 60.9 cm.),12,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART",3,15,"15,000,000"
pablo picasso ,1881,1973,92,0,Le peintre à la palette,0,USD,17500,8000,12000,1,1,(641 x 533 mm.),28,PRINTS & MULTIPLES,10,15,"470,000"
michael ayrton ,1921,1975,54,0,Daedalus and Icarus,1962,USD,7812.5,2500,3750,1,1,(24.1 x 34 cm.),23,Modern/British & Irish Art,11,18,"65,200"
gerald leslie brockhurst,1890,1978,88,0,Dorinda,0,USD,28906.25,6250,10000,1,1,(34.9 x 27.6 cm.),26,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON",6,15,"34,200"
george edward lodge ,1860,1954,94,0,Spring in the forest,0,USD,10156.25,5000,7500,1,1,(61 x 91.5 cm.),15,"THE ASTOR COLLECTION FROM TILLYPRONIE, ABERDEENSHIRE",12,17,"4,810,000"
gerhard von graevenitz ,1934,1983,49,0,Weisse Struktur (Zentrische Progression III),1959,USD,31290,10500,15750,1,1,(including the frame),31,POST-WAR AND CONTEMPORARY ART,10,12,"12,300"
marino marini ,1901,1980,79,0,Guerriero,1959,USD,228125,225000,275000,1,0,(31 x 52.5 x 35 cm.),16,THE ITALIAN SALE,10,14,"108,000"
henri martin ,1860,1943,83,0,Vue de Labastide-du-Vert,0,USD,363125,150000,225000,1,1,(90.2 x 117 cm.),24,IMPRESSIONIST & MODERN ART DAY SALE,6,15,"26,100"
andy warhol ,1928,1987,59,0,Flowers,0,USD,152250,84000,126000,1,1,(5 x 5 in.),4,ART CONTEMPORAIN,12,12,"3,310,000"
keith haring ,1958,1990,32,0,"Flowers 5, from Flowers 1-5",0,USD,18750,12000,18000,1,1,(997 x 1289 mm.),14,Working from Home: Prints and Multiples,5,20,"163,000"
gerhard richter ,1932,0,90,1,Untitled (16.3.89),1989,USD,43750,31250,43750,1,1,(10 x 14.9cm.),7,POST-WAR AND CONTEMPORARY ART DAY AUCTION,3,19,"67,100"
eliot hodgkin ,1905,1987,82,0,Currants,0,USD,17187.5,10000,15000,1,1,(14 x 17.5 cm.),23,MODERN BRITISH & IRISH ART DAY SALE,11,17,"43,800"
andy warhol ,1928,1987,59,0,Two Dollar Bill,1962,USD,305000,240000,300000,1,1,(22.8 x 35.5 cm.),13,POST-WAR AND CONTEMPORARY MORNING SESSION,11,13,"3,310,000"
sir william hamo thornycroft,1850,1925,75,0,The Mower,0,USD,17187.5,3750,6250,1,1,0,11,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",12,14,"12,300"
fritz schwimbeck ,1889,1972,83,0,"Angst (Originalentwurf zu ""Das grüne Gesicht"" von G. Meyrink, Verlag G. Müller, 1917)",0,USD,10156.25,1000,1500,1,1,(17.3 x 12 cm.),7,IMPRESSIONIST/MODERN WORKS ON PAPER,2,13,"3,630"
pablo picasso ,1881,1973,92,0,"Modèle accoudé sur un tableau, from: La Suite Vollard",0,USD,12500,8750,12500,1,1,0,19,PRINTS AND MULTIPLES,9,17,"470,000"
rirkrit tiravanija ,1961,0,61,1,"untitled 2018 (the days of this society is numbered, new york times, june 18, 2018)",2018,USD,62500,50000,70000,1,0,(227.3 x 186.7 cm.),27,POST-WAR TO PRESENT,9,18,"47,200"
walter leblanc ,1932,1986,54,0,Torsions P.F.X 270,1972,USD,13125,6300,8400,1,1,(including the frame),31,POST-WAR AND CONTEMPORARY ART,10,12,"497,000"
theodoros stamos ,1922,1997,75,0,White Spring I,1962,USD,277200,180000,250000,1,1,(182.6 x 121.6 cm.),10,POST-WAR TO PRESENT,3,22,"20,100"
otto piene ,1928,2014,86,0,Light and Smoke (Accumulation),1961,USD,278775,189000,262500,1,1,0,4,POST-WAR AND CONTEMPORARY ART,11,15,"104,000"
frans harrewyn,1700,1764,64,0,Maison Hilwerue a Anvers & Parties de la Maison Hilwerue à Anvers,44,USD,2500,1000,1500,1,1,(and larger),9,OLD MASTER PRINTS,12,15,"14,000"
willem de kooning ,1904,1997,93,0,Untitled XXXI,1977,USD,21165000,8000000,12000000,1,1,(137.1 x 152.4 cm.),13,POST-WAR AND CONTEMPORARY EVENING SALE,5,14,"48,800"
roberto fabelo ,1950,0,72,1,Rinocerontes románticos,2012,USD,50000,40000,60000,1,0,(82.6 x 40 x 47 cm.),18,Latin American Art Online,2,22,"19,000"
félix elie tobeen ,1880,1938,58,0,Nature morte aux fleurs,0,USD,2887.5,1050,1575,1,1,0,27,IMPRESSIONIST AND MODERN ART,11,12,"407,000"
takashi murakami ,1962,0,60,1,Eye Love SUPERFLAT,2004,USD,62500,60000,80000,1,0,(60 x 60 cm.),16,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION,11,17,"254,000"
john currin ,1962,0,60,1,Jamita,91,USD,343500,350000,450000,1,-1,(91.4 x 81.2 cm.),18,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,5,17,"155,000"
"john frederick herring, snr. ",1795,1865,70,0,Pigs and piglets in a farmyard,0,USD,13281.25,7500,10000,1,1,(40.7 x 40.7 cm.),10,SPORTING & WILDLIFE ART,12,14,"75,200"
henri martin ,1860,1943,83,0,Autoportrait à La Bastide-du-Vert,1905,USD,234375,125000,187500,1,1,(83.6 x 88.6 cm),28,IMPRESSIONIST AND MODERN ART DAY SALE,2,19,"26,100"
mimmo rotella ,1918,2006,88,0,Corsi speciali,1957,USD,25000,22500,31250,1,0,(27 x 27cm.),19,First Open | Online,9,19,"47,700"
claude monet ,1840,1926,86,0,La Méditerranée,1888,USD,7110000,4000000,6000000,1,1,(61 x 74 cm.),11,20TH CENTURY EVENING SALE,11,21,"307,000"
antoni tàpies ,1923,2012,89,0,Creu sobre cap,0,USD,781.25,1250,1875,1,-1,0,16,Modern Edition,5,19,"148,000"
tom wesselmann ,1931,2004,73,0,Untitled,1985,USD,81250,37500,50000,1,1,(34 x 46cm.),28,POST-WAR TO PRESENT,6,18,"134,000"
marc chagall ,1887,1985,98,0,Psaumes de David,0,USD,6250,6250,8750,1,-1,(overall),1,Modern Edition: Works on Paper and Prints,7,20,"272,000"
pablo picasso ,1881,1973,92,0,Visage no. 197 (A.R. 494),1963,USD,15000,5000,7000,1,1,0,7,Picasso Ceramics,12,20,"470,000"
alexander calder ,1898,1976,78,0,Untitled,0,USD,273125,125000,187500,1,1,(10.2 x 10.2 x 4.8cm.),1,POST-WAR AND CONTEMPORARY ART DAY AUCTION,7,15,"171,000"
mario sironi ,1885,1961,76,0,Cavaliere,0,USD,3125,1875,2500,1,1,(15 x 22 cm.),8,IMPRESSIONIST/MODERN,2,13,"54,300"
william neave parker ,1910,1961,51,0,Animal Husbandry; and the life-cycle of the house fly,0,USD,625,1000,1500,1,-1,(54 x 73.5 cm.),18,"The Astor Collection from Tillypronie, Aberdeenshire",12,17,"14,200"
isaac brest ,1987,0,35,1,Upon Further Examination,2014,USD,5468.75,5000,7500,1,0,(185.3 x 123.8cm.),19,First Open | Online,9,19,"16,600,000"
max ernst ,1891,1976,85,0,Tête de feuilles,0,USD,32812.5,31500,52500,1,0,(17 x 10 3/8 in.),18,SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE,10,18,"53,500"
félix elie tobeen ,1880,1938,58,0,Bol et citrons,0,USD,6300,1575,2625,1,1,0,27,IMPRESSIONIST AND MODERN ART,11,12,"407,000"
bruce conner ,1933,2008,75,0,Untitled,0,USD,2500,1000,1500,1,1,(438 x 387 mm.),19,Contemporary Edition,7,17,"2,860,000"
sir peter markham scott ,1909,1989,80,0,"Bufflehead ducks, common goldeneyes, long-tailed and harlequin ducks",0,USD,2500,1875,2500,1,1,(61 x 50.8 cm.),27,SPORTING & WILDLIFE ART,11,13,"17,100"
captain richard aldworth oliver,1811,1889,78,0,"The artist's sketchbook including views of Teneriffe, H.M.S. ""Fly"" at Trincomalee, India, Trincomalee, Indonesia, a panorama of St Helena, Penang and Jamaica",0,USD,4375,3750,6250,1,0,"(very worn and defective, covers detached, lacking the spine)",15,TOPOGRAPHICAL PICTURES,12,16,"16,100"
brice marden ,1938,0,84,1,Two Drawings for One Wall,1975,USD,1685000,800000,1200000,1,1,(74.9 x 56.5 cm.),13,POST-WAR AND CONTEMPORARY EVENING SALE,5,14,"57,600"
paul fordyce maitland ,1863,1909,46,0,"Kensington Gardens, End of August",0,USD,5468.75,1875,3125,1,1,(10.8 x 15.6 cm.),26,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",11,14,"2,970,000"
hugues claude pissarro ,1935,0,87,1,L'Avenue de la gare à Rennes,0,USD,10000,6000,8000,1,1,(46.4 x 55.2 cm.),28,INTERIORS,8,13,"12,100"
eugène boudin ,1824,1898,74,0,Falaise d'Étretat,0,USD,3575,1560,2340,1,1,(11.8 x 16.3 cm.),26,DEAR MONSIEUR MONET,11,17,"138,000"
andré brasilier ,1929,0,93,1,Cavalcade jaune,0,USD,17187.5,6250,8750,1,1,(50.5 x 65.8 cm.),1,IMPRESSIONIST AND MODERN WORKS ON PAPER,3,17,"23,000,000"
john atkinson grimshaw ,1836,1893,57,0,Autumn Evening,0,USD,168125,150000,225000,1,0,(50 x 76 cm.),13,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",7,16,"46,300"
auguste rodin ,1840,1917,77,0,"Eve, grand modèle—version sans rocher à la base rectangulaire",1881,USD,4752500,6000000,8000000,1,-1,0,11,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER,11,18,"92,800"
bart van der leck ,1876,1958,82,0,Goat - study for a tile,0,USD,1312.5,1050,1575,1,0,0,12,NINETEEN TO NOW,3,13,"17,100"
ed ruscha ,1937,0,85,1,Idle,1976,USD,350000,350000,550000,1,-1,(28.2 x 57.5 cm.),14,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,11,19,"290,000"
david bomberg ,1890,1957,67,0,Summer flowers,1943,USD,40562.5,18750,31250,1,1,(91.5 x 71.1 cm.),13,MODERN BRITISH AND IRISH ART DAY SALE,12,12,"65,600"
richard pettibone ,1938,0,84,1,"Jasper Johns, ""Drawer,"" 1957",1967,USD,37500,30000,40000,1,0,(19.7 x 19.7 cm.),16,POST-WAR & CONTEMPORARY AFTERNOON SESSION,5,13,"151,000"
pablo picasso ,1881,1973,92,0,Femme au Corsage à Fleurs,0,USD,93750,70000,100000,1,0,(632 x 483 mm.),27,PRINTS & MULTIPLES,4,16,"470,000"
thomas francis dicksee ,1819,1895,76,0,Jessica,0,USD,20312.5,12500,18750,1,1,(35.6 x 30.5 cm.),17,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",6,14,"14,400"
philip wilson steer ,1860,1942,82,0,Girl in a large hat,0,USD,15625,15000,20000,1,0,(61 x 50.8 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,12,12,"179,000"
joseph kosuth ,1945,0,77,1,"Zero & Not #7 (Installations-Fragment Freud Museum, Vienna)",1986,USD,1706.25,3150,5250,1,-1,0,25,20th/21st Century: Amsterdam,11,21,"51,700"
john hoyland,1934,2011,77,0,29.5.68,0,USD,93125,50000,75000,1,1,(213.4 x 91.4 cm.),26,MODERN BRITISH AND IRISH ART DAY SALE,11,15,"82,300"
edmund gill ,1820,1894,74,0,Aberystwyth,0,USD,5000,3750,6250,1,0,(66 x 101.6 cm.),15,VICTORIAN & BRITISH IMPRESSIONIST ART,11,12,"79,100"
fernand léger ,1881,1955,74,0,Visage aux deux mains,1954,USD,26250,10500,15750,1,1,0,21,ART MODERNE,10,16,"298,000"
paul eluard ,1895,1952,57,0,Le cirque (Triptyque),1913,USD,6300,1575,2625,1,1,0,1,UN UNIVERS SURRÉALISTE: SUCCESSION MYRTILLE ET GEORGES HUGNET,12,15,"238,000"
henry moore ,1898,1986,88,0,Reclining figure: Blanket,1939,USD,145625,125000,187500,1,0,0,21,MODERN BRITISH & IRISH ART DAY SALE,6,16,"122,000"
constantin brancusi ,1876,1957,81,0,"Léda, 1924",0,USD,59062.5,31500,42000,1,1,(7 x 9.7/2 in.),5,PHOTOGRAPHIES,11,19,"37,900"
graham sutherland ,1903,1980,77,0,Root Study,0,USD,1875,1000,1500,1,1,(9.5 x 9.5 cm.),12,MODERN BRITISH & IRISH ART,12,13,"1,740,000"
edouard vuillard ,1868,1940,72,0,"Intérieur a la suspension, from Paysages et Intérieurs",0,USD,6250,3000,5000,1,1,(350 x 280 mm.),22,INTERIORS,8,19,"50,700"
anish kapoor ,1954,0,68,1,Untitled,1999,USD,40000,30000,50000,1,0,(38.1 x 50.8 cm.),27,FIRST OPEN,9,13,"43,500"
gino severini ,1883,1966,83,0,Expansion centrifuge de la lumière,1913,USD,665000,400000,600000,1,1,(61.5 x 49.5 cm.),5,A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE,11,13,"64,400"
jacques lipchitz ,1891,1973,82,0,Mother and child II,1949,USD,24937.5,21000,31500,1,0,0,1,MODERN ART,12,15,"45,100"
roy lichtenstein ,1923,1997,74,0,Blonde,1986,USD,1455000,1200000,1800000,1,0,(153 x 81.3 cm.),14,POST-WAR AND CONTEMPORARY ART MORNING SESSION,11,19,"154,000"
alexander calder ,1898,1976,78,0,Petit mobile sur pied,1953,USD,903125,750000,1000000,1,0,(66.7 x 50.8 x 43.2cm.),11,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,2,15,"171,000"
sir peter blake,1932,0,90,1,Shrine to Marilyn Monroe,0,USD,34375,25000,37500,1,0,(70.5 x 95.9 x 13 cm.),21,MODERN BRITISH & IRISH ART DAY SALE,6,16,"606,000"
sir edwin henry landseer,1802,1873,71,0,Otter Hunting,0,USD,332343.75,312500,437500,1,0,(147 x 239.4 cm.),11,IMPORTANT VICTORIAN & BRITISH IMPRESSIONIST ART,7,13,"19,500"
kazuo shiraga ,1924,2008,84,0,Chizosei Shomenko,0,USD,656250,420000,630000,1,1,(63 3/8 x 51 1/8 in.),4,ART CONTEMPORAIN,12,12,"19,900"
pablo picasso ,1881,1973,92,0,Visage de femme 'Pomone' (A.R. 591),0,USD,6562.5,3750,6250,1,1,(31.2 x 31.2 cm.),22,Picasso Ceramics - Online,6,18,"470,000"
fernando botero ,1932,0,90,1,Man on a Horse,2002,USD,221000,150000,200000,1,1,(44.5 x 34.3 cm.),28,LATIN AMERICAN ART,5,14,"56,200"
henry moore ,1898,1986,88,0,"Textile Design (Sketchbook 1, p. 19)",1943,USD,3750,2750,3500,1,1,(20.4 x 16.2 cm.),24,IMPRESSIONIST & MODERN WORKS ON PAPER SALE,6,15,"122,000"
sam francis ,1923,1994,71,0,Untitled,1973,USD,26562.5,10000,15000,1,1,(26.5 x 38.7cm.),12,POST-WAR AND CONTEMPORARY ART,9,12,"56,100"
andres serrano ,1950,0,72,1,Crucifixion,1987,USD,20000,12000,18000,1,1,(152.4 x 101.6 cm.),18,First Open,8,20,"2,350,000"
jacques villon ,1875,1963,88,0,Portrait de jeune fille,0,USD,17500,20000,30000,1,-1,(546 x 410 mm.),30,PRINTS & MULTIPLES,10,13,"263,000"
josef sudek ,1896,1976,80,0,"Still Life, circa 1963-1972",0,USD,4375,5000,7500,1,-1,(11 3/8 x 9 ¼ in.),14,Avant-Garde: Photographs from the Shalom Shpilman Collection,9,17,"38,900"
piero dorazio ,1927,2005,78,0,Introspezione,0,USD,350700,178500,210000,1,1,0,4,THINKING ITALIAN MILAN,4,19,"29,900"
takashi murakami ,1962,0,60,1,AND THEN Red,1999,USD,8125,10000,15000,1,-1,(40 x 40 cm.),11,Murakami/Nara,12,20,"245,000"
marc chagall ,1887,1985,98,0,La tentation,0,USD,69062.5,31250,43750,1,1,(37.5 x 28.1 cm.),7,IMPRESSIONIST/MODERN WORKS ON PAPER,2,13,"280,000"
pablo picasso ,1881,1973,92,0,Corrida verte (A.R. 81),1949,USD,22500,5000,7000,1,1,0,17,Picasso Ceramics Online,5,21,"470,000"
daniel garcía ,1958,0,64,1,Vencer,1993,USD,875,2000,3000,1,-1,(120 x 150.2 cm.),29,Latin American Art Online,5,19,"13,400,000"
alastair morton ,1910,1963,53,0,Yellow Abstract Composition,0,USD,2968.75,1875,3125,1,0,(38.7 x 28.5 cm.),11,MODERN BRITISH AND IRISH ART,7,13,"127,000"
rashid johnson ,1977,0,45,1,Cosmic Slop,2011,USD,18750,20000,30000,1,-1,(41.9 x 36.8 cm.),27,FIRST OPEN,9,13,"502,000"
ferdinand hodler ,1853,1918,65,0,"Studie zu Blick in die Unendlichkeit, um 1916",0,USD,12240,6120,8160,1,1,(Lichtmass),11,SWISS ART SALE,12,13,"35,800"
thomas baines ,1820,1875,55,0,"The Mosi-o-a-tunya (Smoke resounding) or Victoria Falls of the Zambesi River, Latitude 17.55.4 South",0,USD,234375,87500,125000,1,1,(50.8 x 66.1cm.),14,TOPOGRAPHICAL PICTURES,12,17,"561,000"
andre dunoyer de segonzac ,1884,1974,90,0,La table rouge,0,USD,15000,15000,25000,1,-1,(58.4 x 78.7 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,5,17,"46,500"
h.c. westermann ,1922,1981,59,0,"Dust Pan, 30/9",1972,USD,13750,7000,10000,1,1,(13.3 x 29.2 x 41.3 cm.),20,First Open | Post-War & Contemporary Art,7,17,"177,000"
john duncan fergusson ,1874,1961,87,0,Standing Nude,0,USD,30468.75,15000,22500,1,1,0,21,MODERN | BRITISH & IRISH ART,3,18,"18,700"
rufino tamayo ,1899,1991,92,0,Sandías,1969,USD,2167500,1200000,1800000,1,1,(80 x 99.7 cm.),23,LATIN AMERICAN ART,11,16,"131,000"
richard serra ,1939,0,83,1,Northumberland Strait V,1992,USD,70312.5,50000,75000,1,0,(74.3 x 101.9cm.),12,POST-WAR AND CONTEMPORARY ART DAY AUCTION,2,15,"40,100"
andy warhol ,1928,1987,59,0,Four Marilyns (Reversal),1986,USD,3187500,2000000,3000000,1,1,(91.4 x 71.1 cm.),15,POST-WAR & CONTEMPORARY ART EVENING SALE,11,16,"3,310,000"
pablo picasso ,1881,1973,92,0,Service visage noir (A.R. 47),1948,USD,7500,3000,5000,1,1,0,20,Picasso Ceramics,5,20,"470,000"
john william godward,1861,1922,61,0,Winding wool in a Pompeian garden,0,USD,312500,250000,375000,1,0,(81.3 x 38.1 cm.),12,"BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",12,19,"42,600"
giuseppe santomaso ,1907,1990,83,0,Spazio grigio,1982,USD,78750,84000,126000,1,-1,0,4,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR,12,19,"22,000"
john george brown ,1831,1913,82,0,That's Me Pumpkin,1874,USD,47500,40000,60000,1,0,(45.7 x 30.5 cm.),20,AMERICAN ART,11,18,"18,400,000"
ilse bing ,1899,1998,99,0,"View from window, 8 rue de Varenne, Paris, 1935",0,USD,2625,5250,7350,1,-1,(7½ x 11 1/8 in.),13,COLLECTION KASPAR M. FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH,11,14,"90,000"
kay sage ,1898,1963,65,0,Design for a Tarot card,1941,USD,7031.25,2500,3750,1,1,(23.5 x 13.5 cm.),5,IMPRESSIONIST/MODERN WORKS ON PAPER,2,15,"816,000"
roger de la fresnaye ,1885,1925,40,0,La cheminée d’usine,1912,USD,317000,250000,450000,1,0,(60 x 73.1 cm.),15,IMPRESSIONIST AND MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE JOHN C. WHITEHEAD COLLECTION,5,15,"21,400"
henri laurens ,1885,1954,69,0,La grande nuit,1950,USD,271562.5,187500,250000,1,1,0,20,IMPRESSIONIST/MODERN ART EVENING SALE,6,12,"927,000"
richard prince ,1949,0,73,1,Untitled (Three Women Looking in the Same Direction),1979,USD,137500,80000,120000,1,1,(16.5 x 24.1 cm.),18,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,5,18,"86,700"
"hodges, william",1744,1797,53,0,,0,USD,21875,12500,18750,1,1,(452 x 620mm),29,TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION,10,19,"2,570,000"
pablo picasso ,1881,1973,92,0,Visage (A.R. 290),1955,USD,5625,2000,3000,1,1,0,13,Picasso Ceramics: Including Property from the Collection of Joan A. Mendell,11,18,"470,000"
joan miró ,1893,1983,90,0,"One plate, from: Cartones",0,USD,7812.5,1000,1500,1,1,0,22,Prints & Multiples: Modern to Pop,9,20,"959,000"
joan mitchell ,1925,1992,67,0,Untitled,1960,USD,11925000,6000000,9000000,1,1,(248.9 x 203.8 cm.),13,POST-WAR AND CONTEMPORARY EVENING SALE,5,14,"123,000"
fernando botero ,1932,0,90,1,The Bedroom,1979,USD,689062.5,625000,875000,1,0,(194 x 134 cm.),28,IMPRESSIONIST AND MODERN ART DAY SALE,2,19,"56,300"
pablo picasso ,1881,1973,92,0,Portrait d'un vieillard,0,USD,164850,42000,63000,1,1,(14 7/8 x 12 5/8 in.),28,ART IMPRESSIONNISTE ET MODERNE,11,12,"470,000"
tom wesselmann ,1931,2004,73,0,Bedroom Blonde,0,USD,10937.5,5000,7500,1,1,(overall),26,Contemporary Edition,9,18,"134,000"
andy warhol ,1928,1987,59,0,"Mickey Mouse, from Myths",0,USD,187500,100000,150000,1,1,(953 x 956 mm.),23,PRINTS & MULTIPLES,10,19,"3,310,000"
roger hilton ,1911,1975,64,0,Untitled,0,USD,2500,3125,4375,1,-1,(25.4 x 35.5 cm.),11,MODERN BRITISH AND IRISH ART,7,13,"2,430,000"
alberto giacometti ,1901,1966,65,0,Nu allongé les bras derrière la nuque (Isabel),1940,USD,50000,20000,30000,1,1,(31.5 x 48.3 cm.),17,IMPRESSIONIST & MODERN ART WORKS ON PAPER SALE,11,16,"65,600"
willem de kooning ,1904,1997,93,0,Two Women,0,USD,4000,2000,3000,1,1,(457 x 384 mm.),21,Contemporary Edition,9,17,"48,800"
salvador dalí ,1904,1989,85,0,Dessin érotique,1960,USD,12500,6250,8750,1,1,(16.2 x 12.1 cm.),5,IMPRESSIONIST/MODERN WORKS ON PAPER,2,15,"2,420,000"
jim dine ,1935,0,87,1,The Blue of Autumn with a Red Light,1980,USD,40000,40000,60000,1,-1,(212.7 x 213.9 cm.),17,FIRST OPEN: SUMMER EDITION,7,13,"4,460,000"
diego giacometti ,1902,1985,83,0,La promenade des amis,1984,USD,9375,7500,10000,1,0,(241 x 179 cm.),19,IMPRESSIONIST/MODERN DAY SALE,6,13,"80,100"
hendrik nicolaas werkman ,1882,1945,63,0,Turkenkalender 1942 and Six other booklets,0,USD,21000,4200,6300,1,1,0,1,MODERN ART,12,15,"16,000"
frank stella ,1936,0,86,1,Does the Whale Diminish?,1988,USD,325000,300000,500000,1,0,(203.2 x 365.7 x 91.4 cm.),5,POST-WAR TO PRESENT,3,20,"34,500"
richard avedon ,1923,2004,81,0,"Nureyev, 1963",0,USD,22500,15000,25000,1,0,(15 x 15cm.),29,PHOTOGRAPHS,9,14,"49,700"
pablo picasso ,1881,1973,92,0,Chouette marron/noir (A.R. 134),1952,USD,62500,7000,10000,1,1,0,17,Picasso Ceramics Online,5,21,"470,000"
barbara kruger ,1945,0,77,1,Untitled (Who follows orders?),1990,USD,280937.5,250000,375000,1,0,(251.5 x 101.5cm.),5,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,18,"921,000"
karel appel ,1921,2006,85,0,Composition,1954,USD,285075,105000,157500,1,1,0,24,POST-WAR AND CONTEMPORARY ART,4,18,"167,000"
pablo picasso ,1881,1973,92,0,Visage d'homme (A.R. 571),0,USD,21250,8000,12000,1,1,(31.1 x 31.1 cm.),15,Picasso Ceramics,11,17,"470,000"
albert gleizes ,1881,1953,72,0,Sans titre,0,USD,92343.75,50000,75000,1,1,(50.3 x 40.3 cm.),19,IMPRESSIONIST/MODERN DAY SALE,6,13,"84,300"
lucio fontana ,1899,1968,69,0,"[Concetto spaziale, Teatrino]",0,USD,0,157500,210000,0,-1,0,5,THINKING ITALIAN MILAN,11,20,"99,100"
sir eduardo paolozzi,1924,2005,81,0,Computer Head,1992,USD,9375,8750,12500,1,0,0,21,MODERN | BRITISH ART,11,19,"16,100"
alberto morrocco,1917,1998,81,0,"Evening, Anticoli",0,USD,23437.5,3750,6250,1,1,(69.3 x 82 cm.),11,"A CELEBRATION: THE STUDIO OF ALBERTO MORROCCO & BINROCK HOUSE, DUNDEE",7,12,"11,300"
terry winters ,1949,0,73,1,k,1987,USD,5250,5000,7000,1,0,(28.9 x 36.8 cm.),18,First Open,8,20,"657,000"
andy warhol ,1928,1987,59,0,Oxidation Painting,1977,USD,558437.5,500000,750000,1,0,(101.6 x 76.2cm.),5,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,18,"3,310,000"
matta ,1911,2002,91,0,Sans titre,0,USD,11156.25,5250,7350,1,1,(43 ¼ x 29 7/8 in.),18,SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE,10,18,"4,130,000"
marsden hartley ,1877,1943,66,0,Flowers from a Lonely Child - for Mary of the Volcanoes,1935,USD,375000,400000,600000,1,-1,(50.8 x 40.6 cm.),18,AMERICAN ART,11,21,"149,000"
aristide maillol ,1861,1944,83,0,Jeune fille au chignon pointu,1900,USD,60000,22000,28000,1,1,0,16,IMPRESSIONIST AND MODERN ART DAY SALE,5,17,"83,800"
catherine opie ,1961,0,61,1,Dyke,1992,USD,87500,10000,15000,1,1,(101.6 x 81 cm.),26,On Paper | Online,2,19,"101,000"
sir edwin henry landseer,1802,1873,71,0,Caricature of Edward Ellice as a robin,0,USD,14843.75,1500,2250,1,1,(25.1 x 20.3 cm.),4,THE COLLECTION OF DRUE HEINZ TOWNHOUSES IN LONDON AND NEW YORK WITH INTERIORS BY JOHN FOWLER AND RENZO MONGIARDINO,6,19,"19,500"
odilon redon ,1840,1916,76,0,Ève plaignant la mort d'Abel,0,USD,15750,10500,15750,1,1,0,28,"OEUVRES MODERNES SUR PAPIER, INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA",3,19,"45,000"
fernando de szyszlo ,1925,2017,92,0,Recinto,1991,USD,112500,60000,80000,1,1,(149.2 x 149.2 cm.),24,LATIN AMERICAN ART,5,18,"24,700"
kurt schwitters ,1887,1948,61,0,Mz x 13 BY,1947,USD,104500,40000,60000,1,1,0,8,IMPRESSIONIST AND MODERN WORKS ON PAPER,11,12,"41,300"
joseph beuys ,1921,1986,65,0,Untitled,1973,USD,5000,5000,7500,1,-1,(21 x 15cm.),19,First Open | Online,9,19,"73,900"
giuseppe uncini ,1929,2008,79,0,Ombra di due travi poggiate MT. 5,0,USD,45937.5,42000,63000,1,0,0,11,MILAN MODERN AND CONTEMPORARY ART,4,18,"19,700"
balthus ,1908,2001,93,0,Katia dans un fauteuil les bras levés,1970,USD,187500,250000,350000,1,-1,(70.4 x 53.2 cm.),12,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,11,19,"271,000"
pablo picasso ,1881,1973,92,0,Oiseau au soleil (A.R. 174),1952,USD,5468.75,1250,2500,1,1,0,22,Picasso Ceramics - Online,6,18,"470,000"
