Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
PAUL ANTHONY SMITH ,1988,0,Diamond 9ft Cane (Ackee),2015,"USD 5,000 - USD 7,000","USD 8,750",(151.4 x 100.6 cm.),16 Dec 2021,"3 Dec - 16 Dec 2021 | Online Auction 21111
Image World | Contemporary Art from a Private American Collection"
Robert O'Rorke ,1945,0,Untitled,1973,"GBP 1,000 - GBP 1,500","GBP 1,750",(152.5 x 122 cm.),24 Nov 2017,"17 Nov - 24 Nov 2017 | Online Auction 15666
Modern/British Art Online"
BEATRIX POTTER ,BRITISH,1943,Peter Rabbit and Mr McGregor,0,"GBP 15,000 - GBP 20,000","GBP 21,250",(16.5 x 11.2 cm.),29 Jul 2020,"7 Jul - 29 Jul 2020 | Online Auction 18829
British & European Art"
Le Corbusier ,1887,1965,Etude sur le thème de Métamorphose du violon,1951,"USD 15,000 – USD 25,000","USD 22,500",(26.8 x 21 cm.),8 Oct 2020,"2020 | LIVE AUCTION 18925
IMPRESSIONIST & MODERN ART DAY SALE"
AN AUBUSSON CARPET,0,0,"FRANCE, LATE 19TH CENTURY",0,"USD 8,000 – USD 12,000","USD 7,500",(823 cm. x 500 cm.),22 Jun 2016,"2016 | LIVE AUCTION 3796
THE PRIVATE COLLECTION OF JOAN RIVERS"
Attributed to The Master of the Countess of Warwick ,active,1569,"Portrait of a lady, half-length, in a black dress with gold embroidered sleeves and cap",0,"GBP 12,000 – GBP 18,000","GBP 25,000",(50.2 x 39.4 cm.),4 Jul 2012,"2012 | LIVE AUCTION 5677
OLD MASTER & BRITISH PAINTINGS DAY SALE"
ALESSANDRO ALLORI  AND GIOVANNI MARIA BUTTERI ,FLORENCE,1607,"Portrait of Dianora Salviati, Marchesa Frescobaldi, full-length",0,"USD 80,000 – USD 120,000","USD 87,500",(200.6 x 101.6 cm.),14 Oct 2021,"2021 | LIVE AUCTION 19994
OLD MASTER PAINTINGS AND SCULPTURE"
Henri Matisse ,1869,1954,Les deux musiciennes,1921,"USD 150,000 – USD 250,000","USD 197,000",(50.5 x 31 cm.),6 Nov 2014,"2014 | LIVE AUCTION 2889
IMPRESSIONIST & MODERN WORKS ON PAPER SALE"
Giovanni Anselmo ,1934,0,Grigi che si alleggeriscono verso oltremare (Greys which become lighter in the direction of ‘oltremare),1982,"GBP 80,000 – GBP 120,000","GBP 242,500",(53 x 56.5 x 30cm.),16 Oct 2015,"2015 | LIVE AUCTION 11005
THE ITALIAN SALE"
Henri Biva ,French,1929,A woodland pond,0,"GBP 4,000 – GBP 6,000","GBP 5,250",(50 x 65 cm.),8 Sep 2016,"2016 | LIVE AUCTION 12306
19TH CENTURY EUROPEAN ART"
PIETRO LONGHI ,VENICE,1785,Il risveglio della dama (The waking of the lady),0,"USD 100,000 – USD 150,000","USD 100,000",(60.2 x 48.9 cm.),14 Oct 2021,"2021 | LIVE AUCTION 19994
OLD MASTER PAINTINGS AND SCULPTURE"
SAM GILLIAM ,0,0,Canyon #2,1974,"USD 5,000 - USD 7,000","USD 15,000",(52.4 x 67.3 cm.),14 Dec 2017,"7 Dec - 14 Dec 2017 | Online Auction 15394
First Open | Post-War & Contemporary Art"
Eugène Boudin ,1824,1898,Rivage. Soleil couchant (recto); Étude de voilier (verso),0,"HKD 20,000 – HKD 30,000","HKD 43,750",(11.2 x 13.6 cm.),26 Nov 2017,"2017 | LIVE AUCTION 15770
DEAR MONSIEUR MONET"
James Butler ,1893,1976,The ermine and the goldcrest,0,"HKD 4,000 – HKD 8,000","HKD 40,000",(12 3/8 x 8 1/8 in.),26 Nov 2017,"2017 | LIVE AUCTION 15770
DEAR MONSIEUR MONET"
"Kitty Wilmer O'Brien, R.H.A. ",India,1982,"The cross at Cong, County Galway, Ireland",1969,"GBP 1,000 - GBP 1,500",GBP 625,(27.9 x 61 cm.),21 Nov 2019,"14 Nov - 21 Nov 2019 | Online Auction 18273
The Ross Collection From Knockmore, Enniskerry, Wicklow, Part II"
ORESTE CORTAZZO ,ITALIAN,1910,La séance interrompue,0,"USD 20,000 - USD 30,000","USD 27,720",(45.7 x 69.9 cm.),12 Apr 2022,"1 Apr - 12 Apr 2022 | Online Auction 20675
European Art"
DAVID HOCKNEY ,0,0,David Graves in a Harlequin Shirt,1982,"GBP 3,000,000 – GBP 5,000,000","GBP 2,682,000",(270.5 x 76cm.),1 Mar 2022,"MARCH 1 | LIVE AUCTION 20661
20TH/21ST CENTURY: LONDON EVENING SALE"
A PAIR OF LOUIS XV SAVONNERIE PANELS,63,18TH,MID-18TH CENTURY,0,"GBP 7,000 – GBP 10,000","GBP 8,125",(63.5 x 109 cm.),23 May 2018,"2018 | LIVE AUCTION 15465
THE COLLECTOR: EUROPEAN FURNITURE, WORKS OF ART & CERAMICS"
Charles-Louis Clérisseau ,Paris,Louis,A classical capriccio with figures by a great arch,0,"GBP 6,000 – GBP 8,000","GBP 13,750",(47.7 x 36.9 cm.),27 Sep 2016,"2016 | LIVE AUCTION 13731
BRIAN SEWELL - CRITIC & COLLECTOR"
"William Holman Hunt, O.M., R.W.S. ",1827,1910,Pearl,0,"GBP 70,000 – GBP 100,000","GBP 91,250",(43.8 x 27.9 cm.),31 May 2012,"2012 | LIVE AUCTION 5326
VICTORIAN & BRITISH IMPRESSIONIST ART"
Robert Mapplethorpe ,1946,mounted,"Calla Lily, 1984",0,"USD 50,000 – USD 70,000","USD 75,000",(38.5 x 38.5 cm.),5 Oct 2016,"2016 | LIVE AUCTION 12204
PHOTOGRAPHS"
Filip Ghinea,0,0,Aranciu Bastiacciu,0,GBP 300 - GBP 400,GBP 600,(33 x 48 cm.),8 Aug 2019,"31 Jul - 8 Aug 2019 | Online Auction 18393
Art from Within: Staff Show"
Thomas Schütte ,1954,0,Danke - Ich Bin Bedient (Thanks - I'm Being Served)),1989,"GBP 5,500 – GBP 7,500","GBP 6,000",(49.6 x 64.9cm.),5 Oct 2019,"2019 | LIVE AUCTION 17214
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
JOEL MEYEROWITZ ,0,0,"Hartwig House, Truro, Cape Cod, 1976",0,"USD 6,000 - USD 8,000","USD 3,750",(38.1 x 49.5 cm.),30 Sep 2020,"21 Sep - 30 Sep 2020 | Online Auction 18978
Photographs"
Jan Josefsz. van Goyen ,Leiden,1656,Fishermen bringing in their catch near a windmill,0,"USD 15,000 – USD 25,000","USD 40,000",(11 x 18.9 cm.),29 Jan 2015,"2015 | LIVE AUCTION 3708
OLD MASTER AND BRITISH DRAWINGS"
BERENICE ABBOTT ,1898,1991,"Limport Export Co 507-511 Broadway, Manhattan, 1935",0,"EUR 4,000 – EUR 6,000","EUR 2,500",(8 x 10 in.),14 Nov 2014,"2014 | LIVE AUCTION 3632
NEW YORK PAR BÉRÉNICE ABBOTT COLLECTION KASPAR M FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH"
Juan Muñoz ,1953,2001,Souffleur (Prompter),1988,"GBP 80,000 – GBP 120,000","GBP 182,500",(105 x 420 x 360cm.),14 Feb 2014,"2014 | LIVE AUCTION 1511
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Pablo Picasso ,1881,1973,Deux soeurs,0,"GBP 120,000 – GBP 180,000","GBP 116,500",(62.2 x 46.7 cm.),3 Feb 2016,"2016 | LIVE AUCTION 11790
IMPRESSIONIST & MODERN WORKS ON PAPER"
Jim Lambie ,1964,0,Untitled,2008,"GBP 20,000 - GBP 25,000","GBP 56,250",(125.7 x 195cm.),15 Mar 2019,"8 Mar - 15 Mar 2019 | Online Auction 18172
The George Michael Collection Online Auction"
Abraham Hulk ,Dutch,1897,Boats on choppy waters,0,"GBP 2,500 – GBP 3,500","GBP 3,000",(28 x 45 cm.),8 Sep 2016,"2016 | LIVE AUCTION 12306
19TH CENTURY EUROPEAN ART"
Henri Matisse ,1869,1954,Antique et oeillets,0,"USD 1,500,000 – USD 2,500,000","USD 2,652,500",(61 x 50.2 cm.),13 Nov 2017,"2017 | LIVE AUCTION 15004
IMPRESSIONIST & MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF NANCY LEE AND PERRY R. BASS"
Urs Fischer ,1973,0,Last Chair Standing,1997,"GBP 200,000 – GBP 250,000","GBP 241,875",(79 x 65 x 65cm.),25 Jun 2013,"2013 | LIVE AUCTION 1134
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
François-Xavier Fabre ,FRENCH,Xavier,Portrait of a gentleman in a lake landscape,0,"GBP 8,000 – GBP 12,000","GBP 15,000",(64.8 x 54 cm.),31 Jan 2013,"2013 | LIVE AUCTION 8252
19TH CENTURY EUROPEAN ART INCLUDING ORIENTALIST ART"
Jean Baptiste Camille Corot ,French,1875,"Paysage d'automne près d'une côte, avec deux personnages",0,"GBP 40,000 – GBP 60,000","GBP 72,500",(24.5 x 32.5 cm.),11 Jul 2019,"2019 | LIVE AUCTION 17201
BRITISH & EUROPEAN ART: EUROPEAN ART"
ANSEL ADAMS ,1902,1984,"Moon and Half Dome, Yosemite National Park, 1960",0,"USD 25,000 – USD 35,000","USD 60,000",(34.5 x 27cm.),31 Mar 2015,"2015 | LIVE AUCTION 3726
20/21 PHOTOGRAPHS"
Josep Mirabent Gatell ,SPANISH,1899,"Champagne, Jelly and Oranges",0,"GBP 3,000 – GBP 5,000","GBP 3,750",(98 x 75 cm.),17 May 2016,"2016 | LIVE AUCTION 11800
19TH CENTURY EUROPEAN ART"
"GERALD TYRWHITT-WILSON, LORD BERNERS ",BRITISH,WILSON,Portrait of Viscountess Weymouth with lamb; a portrait of Viscountess Weymouth; and a portrait possibly of Jennifer Heber-Percy,0,GBP 300 – GBP 500,"GBP 2,000",(40.5 x 33 cm.),12 Apr 2018,"2018 | LIVE AUCTION 16023
INTERIORS INCLUDING FARINGDON HOUSE, OXFORDSHIRE"
JUSTIN ADIAN ,0,0,Slip It In,2015,"USD 4,000 - USD 6,000","USD 6,000",(120.7 x 70.2 x 7.6 cm.),16 Dec 2021,"3 Dec - 16 Dec 2021 | Online Auction 21111
Image World | Contemporary Art from a Private American Collection"
ALIGHIERO BOETTI ,1940,1994,Entre chien et loup,0,"EUR 15,000 – EUR 20,000","EUR 25,000",(7 x 7 in.),6 Dec 2017,"2017 | LIVE AUCTION 15058
ART CONTEMPORAIN - VENTE DU JOUR"
A WHITE MARBLE PROFILE RELIEF PROBABLY OF FAUSTINA THE ELDER,ITALIAN,1553,"ATTRIBUTED TO SIMONE BIANCO (ITALIAN, ACTIVE 1512-1553), CIRCA 1520-1540",0,"USD 40,000 – USD 60,000","USD 40,000",(22 cm.),14 Oct 2021,"2021 | LIVE AUCTION 19994
OLD MASTER PAINTINGS AND SCULPTURE"
Aristide Maillol ,1861,1944,Etude pour La baigneuse aux bras levés,0,"USD 7,000 – USD 10,000","USD 18,750",(29.9 x 19.2 cm.),15 May 2015,"2015 | LIVE AUCTION 3737
IMPRESSIONIST AND MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE JOHN C. WHITEHEAD COLLECTION"
JOZEF ISRAËLS ,DUTCH,1911,Mending the Nets,0,"USD 15,000 - USD 20,000","USD 37,500",(38.1 x 46 cm.),16 Oct 2020,"1 Oct - 16 Oct 2020 | Online Auction 19029
European Art Part II"
Manoucher Yektai ,1922,0,Portrait of Karl Flinker,1962,"USD 40,000 – USD 60,000","USD 137,000",(100 x 100cm.),16 Mar 2016,"2016 | LIVE AUCTION 1242
MODERN & CONTEMPORARY ART"
"Italian School, 18th Century",0,0,Lot and his daughters,0,"GBP 2,500 – GBP 3,500","GBP 3,250",(25 x 32 cm),2 Jul 2019,"2019 | LIVE AUCTION 17081
OLD MASTER AND BRITISH DRAWINGS AND WATERCOLOURS INCLUDING WORKS FROM THE COLLECTION OF JEAN BONNA"
Aaron Wexler ,1974,0,Strange Fruit,2005,"GBP 800 - GBP 1,200","GBP 1,000",(66.1 x 51cm.),19 Sep 2017,"7 Sep - 19 Sep 2017 | Online Auction 15873
on paper | online"
JEANLOUP SIEFF ,1933,2000,"Femme au collier de perles, 1960",0,"EUR 3,000 – EUR 4,000","EUR 4,000",(17 7/8 x 11 ¾ in.),5 Nov 2019,"2019 | LIVE AUCTION 17708
PHOTOGRAPHIES"
JOSEPH CORNELL ,1903,1972,Shakespeare's Tempest,1966,"GBP 6,000 - GBP 8,000","GBP 12,500",(36.3 x 28.7 x 3.7cm.),11 Apr 2019,"4 Apr - 11 Apr 2019 | Online Auction 16799
First Open | Online"
ANDRE KERTESZ ,1894,1985,"Atelier de Mondrian, 1926",0,0,0,(3¾ x 4 1/8 in.),14 Nov 2014,"2014 | LIVE AUCTION 3616
20/21 PHOTOGRAPHS"
Charles Leslie ,1835,1890,"The Pitt's Head ascent, Snowdon",0,"GBP 2,000 – GBP 3,000","GBP 5,000",(76.9 x 127 cm.),20 Jun 2013,"2013 | LIVE AUCTION 8981
VICTORIAN, BRITISH AND IMPRESSIONIST ART"
"Italian School, 18th Century",0,0,A design for a mausoleum,0,"GBP 800 – GBP 1,000","GBP 1,125",(65.4 x 42.4 cm.),2 Dec 2014,"2014 | LIVE AUCTION 5877
OLD MASTER AND BRITISH DRAWINGS AND WATERCOLOURS"
Maximilien Luce ,1858,1941,Péniches sur la Seine,0,"USD 12,000 – USD 18,000","USD 15,000",(49.5 x 65.1 cm.),8 Oct 2020,"2020 | LIVE AUCTION 18925
IMPRESSIONIST & MODERN ART DAY SALE"
Émile Chambon ,1905,1993,Le Cauchemar,1962,"GBP 14,000 - GBP 20,000","GBP 20,000",(109.8 x 79.9 cm.),30 Jun 2017,"20 Jun - 30 Jun 2017 | Online Auction 15714
Impressionist & Modern Art: Online"
Mary Cassatt ,1844,1926,Margot in a Floppy Bonnet (No. 2),0,"USD 15,000 – USD 25,000","USD 18,750",(22.9 x 15.2 cm.),5 Dec 2013,"2013 | LIVE AUCTION 2750
AMERICAN ART"
HELEN LEVITT ,0,0,"Untitled (Graffiti, New York), c. 1939",0,"USD 6,000 - USD 8,000","USD 3,750",(21.3 x 13.9 cm.),14 Oct 2020,"5 Oct - 14 Oct 2020 | Online Auction 19790
The Unseen Eye: Photographs from the W.M. Hunt Collection"
ANSEL ADAMS ,0,0,"The Golden Gate before the Bridge, San Francisco, California, 1932",0,"USD 8,000 – USD 12,000","USD 22,500",(38.8 x 48.7 cm.),10 Dec 2019,"2019 | LIVE AUCTION 19148
ANSEL ADAMS AND THE AMERICAN WEST: PHOTOGRAPHS FROM THE CENTER FOR CREATIVE PHOTOGRAPHY"
Lucio Fontana ,1899,1968,Concetto spaziale,0,0,0,(27 ½ x 19 ¾ in.),18 Oct 2018,"2018 | LIVE AUCTION 17373
SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE"
Jacob de Wet I ,Haarlem,1671,The Sacrifice of Iphigenia,0,"GBP 3,000 – GBP 5,000","GBP 5,000",(89.5 x 125 cm.),28 Apr 2016,"2016 | LIVE AUCTION 11977
OLD MASTER AND BRITISH PAINTINGS"
Richard Prince ,B,06,Runaway Nurse,2005,"USD 7,000,000 – USD 10,000,000","USD 9,685,000",(280 x 167.6 cm.),10 May 2016,"2016 | LIVE AUCTION 12152
POST-WAR AND CONTEMPORARY ART EVENING SALE"
LARRY RIVERS ,1923,2002,Jack of Spades,0,"USD 2,000 - USD 3,000","USD 8,125",(997 x 756 mm.),19 Jul 2017,"11 Jul - 19 Jul 2017 | Online Auction 14543
Contemporary Edition"
Attributed to John Greenhill ,Salisbury,1676,"Portrait of John Wood (c.1692-1748), three-quarter-length, in a brown coat and lace stocking, a dog at his side, ships from the Honourable East India Company beyond",0,"GBP 5,000 – GBP 7,000","GBP 5,625",(125 x 102.2 cm.),30 Apr 2015,"2015 | LIVE AUCTION 10448
OLD MASTER & BRITISH PAINTINGS"
Robert William Vonnoh ,1858,1933,Poppies,1894,0,0,(58.4 x 53.3 cm.),22 Nov 2016,"2016 | LIVE AUCTION 12165
AMERICAN ART"
SUPERPLASTIC  X GUGGIMON ,EST,channel,Flossy,2021,Estimate unknown,"USD 18,750",(1080 x 1080 pixels),22 Jul 2021,"9 Jul - 22 Jul 2021 | Online Auction 20882
Superplastic: The Janky Heist"
The Master of the Annunciation to the Shepherds ,0,0,A man playing the guitar,0,"GBP 30,000 – GBP 50,000","GBP 25,000",(76.3 x 62.5 cm.),7 Jul 2017,"2017 | LIVE AUCTION 13672
OLD MASTERS DAY SALE"
JOANA VASCONCELOS ,B,plated,Curly Wig,2012,"USD 5,000 - USD 7,000","USD 3,000",(93 x 54.9 x 62.2 cm.),10 Apr 2018,"5 Apr - 10 Apr 2018 | Online Auction 16384
The Comedians"
William Hogarth ,London,1764,"Portrait of Thomas Western (1714-1766), small full-length, in his study at Clare Hall, Cambridge",0,"GBP 30,000 – GBP 50,000","GBP 248,500",(54 x 41.9 cm.),9 Dec 2015,"2015 | LIVE AUCTION 10392
OLD MASTER & BRITISH PAINTINGS DAY SALE"
JOAN MIRO ,1893,1983,"Miro Lithographie I-VI, Maeght Editeur, Paris, 1972-92",0,"USD 2,000 – USD 3,000","USD 1,500",(330 x 260 mm.),27 Apr 2016,"2016 | LIVE AUCTION 12207
PRINTS & MULTIPLES"
Egon Schiele ,1890,1918,August Lederer,1918,"GBP 140,000 – GBP 180,000","GBP 169,875",(46.1 x 29.6 cm.),19 Jun 2013,"2013 | LIVE AUCTION 1132
IMPRESSIONIST/MODERN WORKS ON PAPER"
"Scipione Pulzone, called Il Gaetano ",Gaeta,1598,"Portrait of Pope Gregory XIII, bust-length",0,"USD 15,000 – USD 20,000","USD 32,500",(60.4 x 49.5 cm.),31 Jan 2013,"2013 | LIVE AUCTION 2676
OLD MASTER PAINTINGS PART II"
Richard Dadd ,1817,1887,Sketch for 'Poverty',0,"GBP 10,000 – GBP 15,000","GBP 18,750",(34.3 x 24.8 cm.),11 Dec 2014,"2014 | LIVE AUCTION 1580
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
Andrew Mania ,1972,0,Untitled,2004,USD 600 - USD 800,"USD 1,250",(45.7 x 12.1 cm.),5 Feb 2020,"28 Jan - 5 Feb 2020 | Online Auction 19045
Christie's 100"
George Grosz ,1893,1959,"Sonntagsspaziergang, Paris",1925,"GBP 5,000 – GBP 8,000","GBP 8,125",(53.3 x 49.2 cm.),21 Jun 2013,"2013 | LIVE AUCTION 8992
IMPRESSIONIST/MODERN"
After Fernand Léger ,1881,1955,Composition aux fruits sur fond orange,0,"GBP 8,000 – GBP 12,000","GBP 8,750",(30.4 x 25.7 cm.),5 Feb 2016,"2016 | LIVE AUCTION 11133
IMPRESSIONIST & MODERN ART & PICASSO CERAMICS"
Floris van Schooten ,c,after,"Bread on a pewter platter, an engraved silver cup, with grapes and a plum on a stone ledge",0,"GBP 7,000 – GBP 10,000","GBP 8,125",(37.8 x 30.5 cm.),5 Dec 2012,"2012 | LIVE AUCTION 5965
OLD MASTER & BRITISH PAINTINGS DAY SALE"
Christian Rohlfs ,1849,1938,Tanzendes paar,0,"USD 10,000 – USD 15,000","USD 10,000",(27.6 x 29.7 cm.),6 Nov 2013,"2013 | LIVE AUCTION 2789
IMPRESSIONIST & MODERN WORKS ON PAPER SALE"
MARC CHAGALL,0,0,Arc de Triomphe (M. 840),0,"USD 18,000 – USD 25,000","USD 18,750",(800 x 568 mm.),1 May 2013,"2013 | LIVE AUCTION 2697
PRINTS AND MULTIPLES"
JOAN MIRO ,0,0,La Femme Angora,0,"USD 15,000 – USD 25,000","USD 30,000",(1035 x 695 mm.),28 Oct 2015,"2015 | LIVE AUCTION 3777
PRINTS & MULTIPLES"
Roy Lichtenstein ,1923,1997,Untitled,0,"USD 20,000 – USD 30,000","USD 37,500",(95.8 x 12.7 x 5.7 cm.),16 May 2013,"2013 | LIVE AUCTION 2786
POST-WAR & CONTEMPORARY MORNING SESSION"
HARRY CALLAHAN ,0,0,"Chicago, 1950",0,"USD 10,000 – USD 15,000","USD 8,750",(19.4 x 24.4 cm.),10 Oct 2017,"2017 | LIVE AUCTION 14977
PHOTOGRAPHS INCLUDING PROPERTY FROM THE MUSEUM OF MODERN ART"
Sol LeWitt ,1928,2007,Vertical Brushstrokes,1994,"USD 60,000 – USD 80,000","USD 162,500",(153.7 x 125.4 cm.),27 Sep 2017,"2017 | LIVE AUCTION 15785
THE COLLECTION OF PAUL F. WALTER"
David Salle ,1952,0,Drink,1990,"GBP 100,000 – GBP 150,000","GBP 125,000",(198 x 122cm.),7 Mar 2018,"2018 | LIVE AUCTION 15474
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Joan Miró ,1893,1983,Sans titre,0,"USD 18,000 – USD 25,000","USD 93,750",(36.2 x 30.5 cm.),14 May 2021,"2021 | LIVE AUCTION 19810
IMPRESSIONIST & MODERN ART WORKS ON PAPER SALE"
MAN RAY ,0,0,"Magnolia Blossom, 1925",0,"USD 15,000 - USD 25,000","USD 18,750",(16.5 x 17.7 cm.),30 Sep 2020,"21 Sep - 30 Sep 2020 | Online Auction 18978
Photographs"
Wifredo Lam ,Cuban,1982,La ragazza su fondo nero,1974,"USD 100,000 – USD 150,000","USD 158,500",(92.1 x 65.4 cm.),21 Nov 2012,"2012 | LIVE AUCTION 2600
LATIN AMERICAN SALE"
HENRI-PIERRE PICOU ,FRENCH,PIERRE,The Birth of Venus,0,"GBP 20,000 - GBP 30,000","GBP 68,750",(74.9 x 101 cm.),10 Dec 2020,"26 Nov - 10 Dec 2020 | Online Auction 18879
British & European Art"
"After Nathaniel Dance, R.A.",0,0,"Omai a Native of Ulaietea, by F. Bartolozzi",0,"GBP 2,000 – GBP 3,000","GBP 2,000",(57.2 x 34.9cm.),29 Oct 2019,"2019 | LIVE AUCTION 17707
TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION"
Takis ,0,0,Magnetic Nowhere,1968,"GBP 8,000 – GBP 12,000","GBP 12,500",(100 x 35 x 30cm.),5 Oct 2018,"2018 | LIVE AUCTION 15486
POST WAR AND CONTEMPORARY ART DAY AUCTION"
Alan Green ,1932,2003,Framed Yellow,1985,"GBP 3,000 – GBP 5,000","GBP 8,125",(120 x 120 cm.),22 Jan 2020,"2020 | LIVE AUCTION 17282
MODERN BRITISH ART DAY SALE"
Francis Towne ,Middlesex,1816,"Rome, going out from Porta Pia looking towards the Sabine Mountains",0,"GBP 10,000 – GBP 15,000","GBP 10,000",(21.6 x 27.3 cm.),2 Jul 2013,"2013 | LIVE AUCTION 1137
OLD MASTER & BRITISH DRAWINGS & WATERCOLOURS"
ÉCOLE ITALIENNE DU XVIIÈME SIÈCLE,0,0,"Scène allégorique avec Hercule, Hadès, La Fortune, Jupiter, Cupidon",0,"EUR 5,000 – EUR 7,000","EUR 6,250",(7 x 13 1/8 in.),14 Sep 2016,"2016 | LIVE AUCTION 12702
TABLEAUX 1400-1900"
ÉDOUARD-DENIS BALDUS ,1813,DENIS,"La Tour Saint-Jacques, 1858",0,0,0,(17 ½ x 13 in.),10 Nov 2017,"2017 | LIVE AUCTION 15061
PHOTOGRAPHIES"
Agnes Martin ,1912,2004,Untitled II,1982,"USD 2,500,000 – USD 3,500,000","USD 4,951,500",(182.8 x 182.8 cm.),17 May 2017,"2017 | LIVE AUCTION 14187
POST-WAR AND CONTEMPORARY ART EVENING SALE"
PAOLO DE MATTEIS ,PIANO,1728,The Fall of the Temple - a bozzetto,0,"GBP 8,000 - GBP 12,000","GBP 8,125",(59.1 x 74.6 cm.),7 Oct 2020,"23 Sep - 7 Oct 2020 | Online Auction 19704
Discovering Old Masters: The Legacy of Piero Corsini"
Joseph Antonio Hekking ,American,1903,Woodland Steam with Waterfall,0,"USD 3,000 – USD 5,000","USD 3,500",(73.7 x 92.1 cm.),26 Aug 2015,"2015 | LIVE AUCTION 3760
INTERIORS"
Bernard Buffet ,1928,1999,Perros-Guirec,1990,"GBP 80,000 – GBP 120,000","GBP 87,500",(130.3 x 89 cm.),19 Jun 2019,"2019 | LIVE AUCTION 17193
IMPRESSIONIST & MODERN ART DAY SALE"
JAN PIETER BRUEGHEL ,ANTWERP,1664,"An iris, carnations, roses and other flowers in a glass vase on a ledge with butterflies",0,"GBP 7,000 - GBP 10,000","GBP 15,000",(64.7 x 46.3 cm.),17 Dec 2020,"26 Nov - 17 Dec 2020 | Online Auction 18877
Old Master Paintings & Sculpture Online"
JOZEF ISRAËLS ,DUTCH,1911,Grace Before Meals,0,"USD 20,000 - USD 30,000","USD 35,000",(105.4 x 140.5 cm.),15 Oct 2021,"1 Oct - 15 Oct 2021 | Online Auction 19991
European Art Part II"
Eliot Hodgkin ,1905,1987,Berries,24,"GBP 6,000 – GBP 8,000","GBP 25,000",(9 x 14.6 cm),18 Dec 2012,"2012 | LIVE AUCTION 4079
PETER LANGAN: A LIFE WITH ART"
"English follower of Gaspard Dughet, 18th Century",0,0,"An Italianate wooded landscape with figures conversing by a waterfall, a castle beyond",0,"GBP 15,000 – GBP 20,000","GBP 15,000",(87.2 x 132.5 cm.),10 Jul 2015,"2015 | LIVE AUCTION 10390
OLD MASTER & BRITISH PAINTINGS DAY SALE"
Nathan Oliveira ,1928,2010,New Mexican Site,1992,"USD 2,000 - USD 3,000","USD 4,000",(44.5 x 54.6 cm.),20 May 2021,"6 May - 20 May 2021 | Online Auction 20519
Fields of Vision: The Private Collection of Artists Wolf Kahn and Emily Mason Online Sale"
Roy Lichtenstein ,1923,1997,Reflections on the Prom,1990,Estimate on request,"USD 21,445,000",(188 x 228.6 cm.),12 Nov 2014,"2014 | LIVE AUCTION 2891
POST-WAR & CONTEMPORARY ART EVENING SALE"
YOSHITOMO NARA ,0,0,Ohne Titel (Zwei Hunde mit den Särgen) (Untitled (Two Dogs with Coffins)),1993,"USD 70,000 - USD 100,000","USD 93,750",(60 x 60 cm.),20 Jul 2017,"11 Jul - 20 Jul 2017 | Online Auction 15393
First Open | Post-War & Contemporary Art"
"Sir Edward Coley Burne-Jones, Bt., A.R.A., R.W.S. ",1833,Jones,The Girls' School,0,"GBP 2,500 – GBP 3,500","GBP 2,750",(25.7 x 19.7 cm.),11 Dec 2018,"2018 | LIVE AUCTION 15507
BRITISH ART: VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART"
Alberto Giacometti ,1901,1966,Buste d'homme,0,"USD 15,000 – USD 25,000","USD 27,500",(12.5 x 10.8 cm.),9 May 2013,"2013 | LIVE AUCTION 2783
IMPRESSIONIST & MODERN WORKS ON PAPER"
"AFTER TIZIANO VECELLIO, CALLED TITIAN",0,0,"Portrait of a lady, called 'La Bella'",0,"USD 25,000 – USD 35,000","USD 37,500",(99 x 75 cm.),14 Oct 2021,"2021 | LIVE AUCTION 19994
OLD MASTER PAINTINGS AND SCULPTURE"
PABLO PICASSO ,1881,1973,Tête d'homme aux cheveux longs (A.R. 597),0,"GBP 10,000 - GBP 15,000","GBP 23,750",(30.8 x 30.8 cm.),7 Feb 2020,"30 Jan - 7 Feb 2020 | Online Auction 17515
Picasso Ceramics Online"
John Cecil Stephenson ,1889,1965,Bright Triangles,1938,"GBP 10,000 – GBP 15,000","GBP 47,500",(102 x 76 cm.),21 Nov 2019,"2019 | LIVE AUCTION 18853
OUTSIDE IN: THE DR. JEFFREY SHERWIN COLLECTION"
Ruth Asawa ,1926,2013,"Untitled (S.753, Hanging Ten Interlocking Double Trumpets)",0,"USD 500,000 – USD 700,000","USD 1,050,000",(58.4 x 61 x 36.8 cm.),7 Oct 2020,"2020 | LIVE AUCTION 18977
POST-WAR & CONTEMPORARY ART DAY SALE"
