Title,Date,Type,Total Sales,Location,URL
20th Century & Contemporary Art (Evening Sale),22-Oct,LIVE AUCTION ,"CNY 57,264,000",SHANGHAI,https://www.christies.com/en/auction/20th-century-contemporary-art-evening-sale-26650/
Collection Claude Berri,22-Oct,LIVE AUCTION ,"EUR 8,320,125",PARIS,https://www.christies.com/en/auction/collection-claude-berri-26766/
FIRST OPEN | Shanghai,22-Oct,LIVE AUCTION ,"CNY 14,187,600",SHANGHAI,https://www.christies.com/en/auction/first-open-shanghai-26789/
Art Moderne,21-Oct,LIVE AUCTION ,"EUR 5,812,375",PARIS,https://www.christies.com/en/auction/art-moderne-26777/
Collection Bjäringer,20-Oct,LIVE AUCTION ,"EUR 7,188,600",PARIS,https://www.christies.com/en/auction/collection-bj-ringer-27017/
Paris Avant-Garde,20-Oct,LIVE AUCTION ,"EUR 20,562,500",PARIS,https://www.christies.com/en/auction/paris-avant-garde-26378/
Gordon Watson: The Collector,13-Oct,LIVE AUCTION ,"GBP 842,938",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/gordon-watson-the-collector-26457/
Post-War & Contemporary Art Day Auction,7-Oct,LIVE AUCTION ,"GBP 9,861,150",LONDON,https://www.christies.com/en/auction/post-war-contemporary-art-day-auction-26162/
Post-War & Contemporary Art Evening Auction,6-Oct,LIVE AUCTION ,"GBP 34,266,000",LONDON,https://www.christies.com/en/auction/post-war-contemporary-art-evening-auction-26160/
The Italian Sale,6-Oct,LIVE AUCTION ,"GBP 18,680,250",LONDON,https://www.christies.com/en/auction/the-italian-sale-26161/
Photographs,5-Oct,LIVE AUCTION ,"USD 2,429,312",NEW YORK,https://www.christies.com/en/auction/photographs-26126/
Photographs: The Evening Sale,4-Oct,LIVE AUCTION ,"USD 1,108,000",NEW YORK,https://www.christies.com/en/auction/photographs-the-evening-sale-26125/
The Leslie Waddington Collection,4-Oct,LIVE AUCTION ,"GBP 28,285,525",LONDON,https://www.christies.com/en/auction/the-leslie-waddington-collection-26790/
First Open | Post-War and Contemporary Art | London,29-Sep,LIVE AUCTION ,"GBP 1,898,875",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/first-open-post-war-and-contemporary-art-london-26391/
Thiebaud from Thiebaud: Prints and Works on Paper from the Private Studio of Wayne Thiebaud,29-Sep,LIVE AUCTION ,"USD 4,466,750",NEW YORK,https://www.christies.com/en/auction/thiebaud-from-thiebaud-prints-and-works-on-paper-from-the-private-studio-of-wayne-thiebaud-26703/
Brian Sewell - Critic & Collector,27-Sep,LIVE AUCTION ,"GBP 3,741,312",LONDON,https://www.christies.com/en/auction/brian-sewell-critic-collector-26710/
First Open | Home,27-Sep,LIVE AUCTION ,"USD 785,375",NEW YORK,https://www.christies.com/en/auction/first-open-home-26585/
Prints & Multiples,21-Sep,LIVE AUCTION ,"GBP 2,451,500",LONDON,https://www.christies.com/en/auction/prints-multiples-26001/
Tableaux 1400-1900,14-Sep,LIVE AUCTION ,"EUR 3,086,450",PARIS,https://www.christies.com/en/auction/tableaux-1400-1900-26379/
19th Century European Art,8-Sep,LIVE AUCTION ,"GBP 490,875",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-26210/
Living with Art,23 – 24 August,LIVE AUCTION ,"USD 1,608,438",NEW YORK,https://www.christies.com/en/auction/living-with-art-26119/
Interiors,17-Aug,LIVE AUCTION ,"GBP 891,438",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/interiors-26032/
Living With Art,26 – 27 July,LIVE AUCTION ,"USD 1,845,500",NEW YORK,https://www.christies.com/en/auction/living-with-art-26118/
Modern British and Irish Art,14-Jul,LIVE AUCTION ,"GBP 1,326,812",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-and-irish-art-26208/
"Victorian, Pre-Raphaelite and British Impressionist Art",13-Jul,LIVE AUCTION ,"GBP 4,501,650",LONDON,https://www.christies.com/en/auction/victorian-pre-raphaelite-and-british-impressionist-art-26155/
19th Century European & Orientalist Art,12-Jul,LIVE AUCTION ,"GBP 2,455,700",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-26145/
Old Master and British Paintings Day Sale,8-Jul,LIVE AUCTION ,"GBP 3,541,350",LONDON,https://www.christies.com/en/auction/old-master-and-british-paintings-day-sale-26005/
Old Master and British Paintings Evening Sale,7-Jul,LIVE AUCTION ,"GBP 65,390,100",LONDON,https://www.christies.com/en/auction/old-master-and-british-paintings-evening-sale-26004/
The Exceptional Sale 2016,7-Jul,LIVE AUCTION ,"GBP 5,681,250",LONDON,https://www.christies.com/en/auction/the-exceptional-sale-2016-26607/
"Victorian, Pre-Raphaelite & British Impressionist Art, Maritime Art, Sporting & Wildlife Art",7-Jul,LIVE AUCTION ,"GBP 1,845,375",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-maritime-art-sporting-wildlife-art-26213/
Fifty Prints by Rembrandt van Rijn A Private English Collection,5-Jul,LIVE AUCTION ,"GBP 1,742,125",LONDON,https://www.christies.com/en/auction/fifty-prints-by-rembrandt-van-rijn-a-private-english-collection-26000/
Old Master & British Drawings,5-Jul,LIVE AUCTION ,"GBP 2,857,175",LONDON,https://www.christies.com/en/auction/old-master-british-drawings-25954/
Defining British Art Evening Sale,30-Jun,LIVE AUCTION ,"GBP 99,479,500",LONDON,https://www.christies.com/en/auction/defining-british-art-evening-sale-26479/
Post-War and Contemporary Art Day Auction,30-Jun,LIVE AUCTION ,"GBP 12,027,525",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-25964/
Post-War and Contemporary Art Evening Auction,29-Jun,LIVE AUCTION ,"GBP 39,566,000",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-25963/
Impressionist & Modern Art,24-Jun,LIVE AUCTION ,"GBP 2,110,700",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-modern-art-26198/
Impressionist & Modern Art Day Sale,23-Jun,LIVE AUCTION ,"GBP 7,737,250",LONDON,https://www.christies.com/en/auction/impressionist-modern-art-day-sale-25960/
Impressionist & Modern Art Works on Paper,23-Jun,LIVE AUCTION ,"GBP 3,798,725",LONDON,https://www.christies.com/en/auction/impressionist-modern-art-works-on-paper-25959/
Impressionist & Modern Art Evening Sale,22-Jun,LIVE AUCTION ,"GBP 25,612,500",LONDON,https://www.christies.com/en/auction/impressionist-modern-art-evening-sale-25957/
THE PRIVATE COLLECTION OF JOAN RIVERS,22-Jun,LIVE AUCTION ,"USD 2,199,125",NEW YORK,https://www.christies.com/en/auction/the-private-collection-of-joan-rivers-25351/
Modern British & Irish Art Day Sale,21-Jun,LIVE AUCTION ,"GBP 6,215,900",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-day-sale-26142/
Modern British & Irish Art Evening Sale,20-Jun,LIVE AUCTION ,"GBP 14,849,500",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-evening-sale-26141/
Living With Art,14 – 15 June,LIVE AUCTION ,"USD 2,764,438",NEW YORK,https://www.christies.com/en/auction/living-with-art-26117/
Art Contemporain Vente du Jour,10-Jun,LIVE AUCTION ,"EUR 5,306,450",PARIS,https://www.christies.com/en/auction/art-contemporain-vente-du-jour-26530/
Modern Art,7-Jun,LIVE AUCTION ,"EUR 2,454,550",AMSTERDAM,https://www.christies.com/en/auction/modern-art-25908/
Swiss Art,30-May,LIVE AUCTION ,"CHF 3,445,200",ZÜRICH,https://www.christies.com/en/auction/swiss-art-26733/
Latin American Art,25 – 26 May,LIVE AUCTION ,"USD 19,145,750",NEW YORK,https://www.christies.com/en/auction/latin-american-art-26090/
Old Masters & 19th Century Art - (including Dutch Impressionism),24 – 25 May,LIVE AUCTION ,"EUR 3,341,038",AMSTERDAM,https://www.christies.com/en/auction/old-masters-19th-century-art-including-dutch-impressionism-25907/
Photographs,20-May,LIVE AUCTION ,"GBP 1,661,375",LONDON,https://www.christies.com/en/auction/photographs-26185/
American Art,19-May,LIVE AUCTION ,"USD 42,737,500",NEW YORK,https://www.christies.com/en/auction/american-art-26087/
Prints & Multiples,19-May,LIVE AUCTION ,"GBP 763,750",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/prints-multiples-25977/
"The English Collector: English Furniture, Clocks, European Ceramics & Portrait Miniatures",19-May,LIVE AUCTION ,"GBP 2,320,850",LONDON,https://www.christies.com/en/auction/the-english-collector-english-furniture-clocks-european-ceramics-portrait-miniatures-26163/
19th Century European Art,17-May,LIVE AUCTION ,"GBP 926,250",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-25966/
Impressionist & Modern Art Day Sale,13-May,LIVE AUCTION ,"USD 24,939,000",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-day-sale-26044/
Impressionist & Modern Art Works on Paper,13-May,LIVE AUCTION ,"USD 10,533,250",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-works-on-paper-26043/
Impressionist & Modern Art Evening Sale,12-May,LIVE AUCTION ,"USD 141,532,000",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-evening-sale-26042/
Post-War and Contemporary Art Afternoon Session,11-May,LIVE AUCTION ,"USD 32,395,250",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-afternoon-session-26079/
Post-War and Contemporary Art Morning Session,11-May,LIVE AUCTION ,"USD 50,290,750",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-morning-session-26078/
Post-War and Contemporary Art Evening Sale,10-May,LIVE AUCTION ,"USD 318,388,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-sale-26077/
Bound to Fail,8-May,LIVE AUCTION ,"USD 78,123,250",NEW YORK,https://www.christies.com/en/auction/bound-to-fail-26076/
Old Master and British Paintings,28-Apr,LIVE AUCTION ,"GBP 2,253,125",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-and-british-paintings-26008/
Prints & Multiples,26 – 27 April,LIVE AUCTION ,"USD 11,592,500",NEW YORK,https://www.christies.com/en/auction/prints-multiples-26129/
19th Century European Art,25-Apr,LIVE AUCTION ,"USD 9,439,750",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-26063/
Post-War and Contemporary Art,20 – 21 April,LIVE AUCTION ,"EUR 6,238,500",AMSTERDAM,https://www.christies.com/en/auction/post-war-and-contemporary-art-25906/
First Open | London,14-Apr,LIVE AUCTION ,"GBP 3,076,312",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/first-open-london-26049/
Old Masters: Part I,14-Apr,LIVE AUCTION ,"USD 30,476,500",NEW YORK,https://www.christies.com/en/auction/old-masters-part-i-25985/
Old Masters: Part II,14-Apr,LIVE AUCTION ,"USD 3,633,875",NEW YORK,https://www.christies.com/en/auction/old-masters-part-ii-25989/
Revolution,13-Apr,LIVE AUCTION ,"USD 11,566,125",NEW YORK,https://www.christies.com/en/auction/revolution-25986/
Art Impressionniste & Moderne,31-Mar,LIVE AUCTION ,"EUR 9,425,275",PARIS,https://www.christies.com/en/auction/art-impressionniste-moderne-26341/
Au temps de Gauguin : un ensemble d'oeuvres d'une collection privée européenne,31-Mar,LIVE AUCTION ,"EUR 2,708,325",PARIS,https://www.christies.com/en/auction/au-temps-de-gauguin-un-ensemble-d-oeuvres-d-une-collection-priv-e-europ-enne-26622/
Oeuvres modernes sur papier,31-Mar,LIVE AUCTION ,"EUR 6,406,100",PARIS,https://www.christies.com/en/auction/oeuvres-modernes-sur-papier-26342/
"The Collection of Carroll Petrie & European Decorative Arts from the Birmingham Museum of Art, Alabama, including the Eugenia Woodward Hitt Collection",31-Mar,LIVE AUCTION ,"USD 2,767,250",NEW YORK,https://www.christies.com/en/auction/the-collection-of-carroll-petrie-european-decorative-arts-from-the-birmingham-museum-of-art-alabama-including-the-eugenia-woodward-hitt-collection-25347/
Living With Art,29 – 30 March,LIVE AUCTION ,"USD 2,494,031",NEW YORK,https://www.christies.com/en/auction/living-with-art-25847/
LEGACY & HERITAGE: THE DE GUIGNE COLLECTION,24-Mar,LIVE AUCTION ,"USD 2,587,500",NEW YORK,https://www.christies.com/en/auction/legacy-heritage-the-de-guigne-collection-26111/
"Victorian, Pre-Raphaelite & British Impressionist Art",23-Mar,LIVE AUCTION ,"GBP 671,625",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-26212/
FIRST OPEN| Home,22-Mar,LIVE AUCTION ,"USD 988,000",NEW YORK,https://www.christies.com/en/auction/first-open-home-26363/
Modern British & Irish Art,17-Mar,LIVE AUCTION ,"GBP 1,635,000",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-irish-art-26207/
Dubai: Modern and Contemporary Art Now and Ten,16-Mar,LIVE AUCTION ,"USD 7,533,500",DUBAI,https://www.christies.com/en/auction/dubai-modern-and-contemporary-art-now-and-ten-25857/
Modern & Contemporary Art,16-Mar,LIVE AUCTION ,"USD 4,416,250",DUBAI,https://www.christies.com/en/auction/modern-contemporary-art-26353/
Prints & Multiples,15-Mar,LIVE AUCTION ,"GBP 1,984,500",LONDON,https://www.christies.com/en/auction/prints-multiples-25999/
FIRST OPEN | Post-War and Contemporary Art,4-Mar,LIVE AUCTION ,"USD 14,452,625",NEW YORK,https://www.christies.com/en/auction/first-open-post-war-and-contemporary-art-26058/
First Open | Editions,1-Mar,LIVE AUCTION ,"USD 1,705,375",NEW YORK,https://www.christies.com/en/auction/first-open-editions-26014/
Modern Visions: Exceptional Photographs,17 – 18 February,LIVE AUCTION ,"USD 8,888,938",NEW YORK,https://www.christies.com/en/auction/modern-visions-exceptional-photographs-26348/
Post-War and Contemporary Art Day Auction,12-Feb,LIVE AUCTION ,"GBP 14,343,450",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-25962/
Post-War and Contemporary Art Evening Auction,11-Feb,LIVE AUCTION ,"GBP 58,099,000",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-25961/
Living With Art,9 – 10 February,LIVE AUCTION ,"USD 2,769,781",NEW YORK,https://www.christies.com/en/auction/living-with-art-25848/
Impressionist & Modern Art & Picasso Ceramics,5-Feb,LIVE AUCTION ,"GBP 3,772,150",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-modern-art-picasso-ceramics-25780/
Impressionist & Modern Art Day Sale,3-Feb,LIVE AUCTION ,"GBP 11,502,250",LONDON,https://www.christies.com/en/auction/impressionist-modern-art-day-sale-25958/
Impressionist & Modern Works on Paper,3-Feb,LIVE AUCTION ,"GBP 6,597,000",LONDON,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-25956/
Impressionist & Modern Art Evening Sale,2-Feb,LIVE AUCTION ,"GBP 66,430,000",LONDON,https://www.christies.com/en/auction/impressionist-modern-art-evening-sale-25955/
The Art of the Surreal,2-Feb,LIVE AUCTION ,"GBP 29,487,100",LONDON,https://www.christies.com/en/auction/the-art-of-the-surreal-26022/
Old Master and British Drawings,27-Jan,LIVE AUCTION ,"USD 3,201,688",NEW YORK,https://www.christies.com/en/auction/old-master-and-british-drawings-25988/
19th Century European Art,20-Jan,LIVE AUCTION ,"GBP 665,375",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-25965/
"Victorian, Pre-Raphaelite & British Impressionist Art",16-Dec,LIVE AUCTION ,"GBP 2,973,500",LONDON,https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-25474/
19th Century European & Orientalist Art,15-Dec,LIVE AUCTION ,"GBP 2,416,775",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-25149/
Christie's Interiors,15-Dec,LIVE AUCTION ,"GBP 548,688",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/christie-s-interiors-25404/
Living With Art,14 – 15 December,LIVE AUCTION ,"USD 2,839,144",NEW YORK,https://www.christies.com/en/auction/living-with-art-25352/
Prints & Multiples,10-Dec,LIVE AUCTION ,"GBP 649,062",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/prints-multiples-25248/
Modern British & Irish Art,9-Dec,LIVE AUCTION ,"GBP 1,340,088",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-irish-art-25185/
Old Master & British Drawings & Watercolours,9-Dec,LIVE AUCTION ,"GBP 865,400",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-british-drawings-watercolours-25443/
Old Master & British Paintings Day Sale,9-Dec,LIVE AUCTION ,"GBP 3,558,025",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-day-sale-25141/
Old Master Prints,9-Dec,LIVE AUCTION ,"GBP 2,381,950",LONDON,https://www.christies.com/en/auction/old-master-prints-25153/
Old Master & British Paintings Evening Sale,8-Dec,LIVE AUCTION ,"GBP 6,455,000",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-evening-sale-25140/
Swiss Art Sale,8-Dec,LIVE AUCTION ,"CHF 3,621,300",GENEVA,https://www.christies.com/en/auction/swiss-art-sale-25825/
"Victorian, Pre-Raphaelite & British Impressionist Art; Maritime Art; Sporting & Wildlife Art",3-Dec,LIVE AUCTION ,"GBP 1,217,562",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-maritime-art-sporting-wildlife-art-25194/
Modern Art,1-Dec,LIVE AUCTION ,"EUR 2,778,500",AMSTERDAM,https://www.christies.com/en/auction/modern-art-25468/
Un univers surréaliste: Succession Myrtille et Georges Hugnet,1-Dec,LIVE AUCTION ,"EUR 810,775",PARIS,https://www.christies.com/en/auction/un-univers-surr-aliste-succession-myrtille-et-georges-hugnet-26248/
Modern British and Irish Art Day Sale,26-Nov,LIVE AUCTION ,"GBP 4,215,700",LONDON,https://www.christies.com/en/auction/modern-british-and-irish-art-day-sale-25119/
Modern British and Irish Art Evening Sale,25-Nov,LIVE AUCTION ,"GBP 14,550,900",LONDON,https://www.christies.com/en/auction/modern-british-and-irish-art-evening-sale-25118/
